,Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
87,87,"Morality is a phenomenon that occurs within multiple personal dimensions such as cognition, neurotransmitter production, endocrine function. This intuitively means we will have a lot of variety due to these personal dimensions being very variate.",Morality is a phenomenon that occurs within MSK<0> . This intuitively means we will have a lot of variety due to MSK<0> being very variate . ,This argument is fallacious.,0.0
3440,373,The Nazis’ ideas could emphatically not be openly challenged - due to some of the most extreme political censorship of free speech in history. A compelling lesson to not censor speech if ever one existed.,The Nazis ’ ideas could emphatically not be openly challenged - due to some of the most extreme political MSK<1> of free MSK<0> in history . A compelling lesson to not MSK<1> MSK<0> if ever one existed . ,This argument is fallacious.,1.0
1857,1857,Sexual harassment incidents have no bearing on the political qualities of Al Franken in office.,Sexual harassment incidents have no bearing on the political qualities of Al Franken in office . ,This argument is fallacious.,0.0
3292,225,"Scientific consensus does not support the claim that ""abiogenesis has substantial evidence of implausibility.""","Scientific consensus does not support the claim that "" abiogenesis has substantial evidence of implausibility . "" ",This argument is fallacious.,1.0
1569,1569,"People of all religions claim to have had religious experiences that pertain to their belief systems. This suggests that religious experiences are psychological or social phenomena, rather than genuine experiences of a particular god.","MSK<0> claim to have had MSK<1> MSK<2> that pertain to MSK<0> belief systems . coref1 suggests that MSK<1> MSK<2> are psychological or social phenomena , rather than genuine MSK<2> of a particular god . ",This argument is fallacious.,0.0
1191,1191,Many people think they are objective and are not.,MSK<0> think MSK<0> are objective and are not . ,This argument is fallacious.,0.0
1512,1512,"White supremacists deserve privacy just like any other individual in society does. Regardless of whether they should be censored, they should not be subject to extra surveillance simply because they hold views that are objectionable to some.","MSK<0> deserve privacy just like any other individual in society does . Regardless of whether MSK<0> should be censored , MSK<0> should not be subject to extra surveillance simply because MSK<0> hold views that are objectionable to some . ",This argument is fallacious.,0.0
1709,1709,A minority of scientists \(33%\) said they believed in a God.,MSK<0> said MSK<0> believed in a God . ,This argument is fallacious.,0.0
272,272,Public opinion polls indicate that a majority of Americans oppose paying reparations to descendants of slaves.,Public opinion polls indicate that a majority of Americans oppose paying reparations to descendants of slaves . ,This argument is fallacious.,0.0
354,354,Volunteers from The Church of Jesus Christ of Latter-day Saints are often among the first to arrive at the scene of natural disasters,Volunteers from The Church of Jesus Christ of Latter - day Saints are often among the first to arrive at the scene of natural disasters ,This argument is fallacious.,0.0
1018,1018,"The state is able to handle all requests. These requests are inconsequential to the total economy of a certain country or state. Therefore, there should be no restrictions, as this in itself would not impact the state or country's financial terms.","MSK<0> is able to handle MSK<1> . MSK<1> are inconsequential to the total economy of MSK<2> or state . Therefore , there should be no restrictions , as this in MSK<2> would not impact MSK<0> or country 's financial terms . ",This argument is fallacious.,0.0
1620,1620,"Proving the universe has a purpose or was ""maximized by some agent"" does not prove the existence of a classical theistic God. It merely proves the existence of ""some agent"", which does not need to be God, or that the universe has a purpose.","MSK<0> MSK<1> has MSK<2> or was "" maximized by some MSK<3> "" does not MSK<0> the MSK<4> of a classical theistic MSK<5> . MSK<1> merely MSK<0> the MSK<4> of "" some MSK<3> "" , which does not need to be MSK<5> , or that MSK<1> has MSK<2> . ",This argument is fallacious.,0.0
2331,2331,"Tax write-offs of pastors from living costs covered by the church should be \(and usually are\) limited to modest accommodations and assets, and would not include mansions or private jets.","Tax write - offs of pastors from living costs covered by the church should be \ ( and usually are \ ) limited to modest accommodations and assets , and would not include mansions or private jets . ",This argument is fallacious.,0.0
3686,619,"If listening was an imperative for any reason, evolution would have selected for people who were unable to ignore others. The fact that we can choose not to listen means that we don't have to.","If MSK<1> was an imperative for any reason , evolution would have MSK<2> for people who were unable to ignore others . The fact that MSK<0> can MSK<2> not to MSK<1> means that MSK<0> don't have to . ",This argument is fallacious.,1.0
1543,1543,God is not immutable. Religious leaders subvert his will in the aim of greater political power and material wealth.,MSK<0> is not immutable . Religious leaders subvert MSK<0> will in the aim of greater political power and material wealth . ,This argument is fallacious.,0.0
2131,2131,"By cloning humans, we could potentially reduce the diversity in the human gene pool which could have harmful consequences for evolution.","By cloning MSK<0> , we could potentially reduce the diversity in the MSK<0> gene pool which could have harmful consequences for evolution . ",This argument is fallacious.,0.0
876,876,"Only 9% of Americans believe example, only 7% think palm reading is effective, and just 9% believe tarot card readings can accurately predict the future.) that Tarot readings can accurately predict the future.","Only MSK<0> % of Americans MSK<1> example , only MSK<0> % think palm MSK<2> is effective , and just MSK<0> % MSK<1> MSK<3> card MSK<2> can MSK<6> . ) that MSK<3> MSK<2> can MSK<6> . ",This argument is fallacious.,0.0
