Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
2425,"Ginger: Your dog just ran into our house and ransacked our kitchen!
Mary: He would never do that, look at how adorable he is with those puppy eyes!
","Ginger : Your MSK<2> just ran into MSK<0> house and ransacked MSK<0> kitchen ! Mary : MSK<1> would never do that , look at how adorable MSK<1> is with those MSK<2> eyes ! ",This argument is fallacious.,1
818,"""It is what it is!""",""" MSK<0> is what MSK<0> is ! "" ",This argument is fallacious.,1
574,Aren't you tired of the political divisiveness in this country? Republicans know what they are talking about when it comes to immigration. Don't you agree?,Aren't MSK<0> tired of the political divisiveness in this country ? MSK<1> know what MSK<1> are talking about when it comes to immigration . Don't MSK<0> agree ? ,This argument is fallacious.,1
1631,You can go to bed in 5 minutes or you can go to bed in ten minutes. What's your choice?,MSK<0> can go to MSK<1> in 5 MSK<2> or MSK<0> can go to MSK<1> in ten MSK<2> . What 's MSK<0> choice ? ,This argument is fallacious.,1
1341,"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too. All Debate classes must be hard!”",""" MSK<0> roommate said her MSK<2> was MSK<3> , and the one that MSK<0> 'm in right now is MSK<3> , too . All MSK<2> must be MSK<3> ! ” ",This argument is fallacious.,1
2162,Teenagers are too immature and self-absorbed to understand anything about global issues.,Teenagers are too immature and self - absorbed to understand anything about global issues . ,This argument is fallacious.,1
2253,"""Either we have the full football season or we scrap it altogether and have zero football"" IS an example of what fallacy?",""" Either MSK<0> have MSK<1> or MSK<0> scrap MSK<1> altogether and have zero football "" IS an example of what fallacy ? ",This argument is fallacious.,1
1407,"If we allow students to have cell phones, it will lead to chaos in the classroom.  If we have chaos in the classroom, the students will fail to learn.  If they fail to learn, their lives will be ruined forever!","If MSK<0> allow MSK<1> to have cell phones , it will lead to MSK<2> in MSK<3> . If MSK<0> have MSK<2> in MSK<3> , MSK<1> will MSK<4> to MSK<5> . If MSK<1> MSK<4> to MSK<5> , MSK<1> lives will be ruined forever ! ",This argument is fallacious.,1
342,"Either we go to war, or we appear weak","Either MSK<0> go to war , or MSK<0> appear weak ",This argument is fallacious.,1
1295,"If we legalize pot, the next thing you know people will want to legalize meth and heroin.","If we MSK<0> pot , the next thing you know people will want to MSK<0> meth and heroin . ",This argument is fallacious.,1
2279,"I cannot get a job because the public education system failed me;  I have to steal to  survive.  It is society's fault, not mine.","MSK<0> can not get a job because MSK<1> failed MSK<0> ; MSK<0> have to steal to survive . MSK<1> is society 's fault , not MSK<0> . ",This argument is fallacious.,1
895,blame opponent's policy for the country's problems,blame opponent 's policy for the country 's problems ,This argument is fallacious.,1
2094,"Employees are like nails. Just as nails must be hit in the head in order to make them work, so must employees.","MSK<0> are like MSK<1> . Just as MSK<1> must be hit in the head in order to make MSK<0> work , so must employees . ",This argument is fallacious.,1
1636,"If we allow euthanasia, the next thing you know, murder will be legal.","If we allow euthanasia , the next thing you know , murder will be legal . ",This argument is fallacious.,1
535,"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?",Parent : MSK<0> need to clean out MSK<0> backpack . Child : MSK<0> know MSK<1> have ADD ! Why ca n’t MSK<0> just accept MSK<1> as MSK<1> am ? ,This argument is fallacious.,1
1275,"The fallacy of equivocation occurs when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.","The fallacy of equivocation occurs when a key term or phrase in coref1 is used in an ambiguous way , with one MSK<0> in MSK<1> and then another MSK<0> in MSK<1> . ",This argument is fallacious.,1
923,A commercial about abandoned animals needing shelter or a forever home. They ask for a small donation to help these struggling animals.,A commercial about abandoned MSK<0> needing shelter or a forever home . They ask for a small donation to help these struggling MSK<0> . ,This argument is fallacious.,1
914,"Sugar is an essential component of the body...a key material in all sorts of metabolic processes,' neglecting the fact that it is glucose (blood sugar) not ordinary table sugar (sucrose) that is the vital nourishment.","MSK<0> is an essential component of the body ... a key material in all sorts of metabolic processes , ' neglecting the fact that MSK<0> is MSK<1> ( blood MSK<1> ) not ordinary table MSK<1> ( sucrose ) that is the vital nourishment . ",This argument is fallacious.,1
2058,"Kevin's dog scratched his leg, and that night he had a fever. Kevin concluded that his dog must have infected him with something.","MSK<0> scratched MSK<1> leg , and that night MSK<1> had a fever . MSK<1> concluded that MSK<0> must have infected MSK<1> with something . ",This argument is fallacious.,1
2192,"""Historically, up until the late 16th century, most people believed that the Earth was the center of the universe. Today we understand this is not true,"" is an example of what fallacy?",""" Historically , up until the late 16th century , most people believed that the Earth was the center of the universe . Today we understand this is not true , "" is an example of what fallacy ? ",This argument is fallacious.,1
483,"""We should abolish the death penalty. Many respected people, such as actor, Chewbacca, have publicly stated their opposition to it.""",""" We should abolish MSK<0> . MSK<1> , have publicly stated MSK<1> opposition to MSK<0> . "" ",This argument is fallacious.,1
80,"Most heroin users started out smoking pot. If you start smoking pot, you’ll end up a heroin user, too.","Most MSK<1> MSK<2> out MSK<4> . If MSK<5> MSK<2> MSK<4> , MSK<5> ’ll end up a MSK<1> , too . ",This argument is fallacious.,1
2033,"My opponent is an untrustworthy liar and an idiot. Therefore, you should believe me.","MSK<0> opponent is an untrustworthy liar and an idiot . Therefore , you should believe MSK<0> . ",This argument is fallacious.,1
270,Women can't do as good a job as men.,Women can't do as good a job as men . ,This argument is fallacious.,1
1450,"His house is about half the size of most houses in the neighborhood. Therefore, his doors must all be about 3 1/2 feet high.","MSK<0> MSK<1> is about half the size of most MSK<1> in the neighborhood . Therefore , MSK<0> doors must all be about 3 1/2 feet high . ",This argument is fallacious.,1
2090,Why did the blond cross the road?  Because she saw a shoe sale!,Why did the blond cross the road ? Because she saw a shoe sale ! ,This argument is fallacious.,1
475,"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings.","MSK<0> had come up six times in a row on the roulette wheel , so MSK<1> knew that MSK<0> was close to certain that black would be next up . Suffering an economic form of natural selection with this thinking , MSK<1> soon lost all of MSK<1> savings . ",This argument is fallacious.,1
532,"Television Advertisement: Rush to shop at Super-Mart this weekend, everyone is doing it!","Television Advertisement : Rush to shop at MSK<0> this weekend , everyone is doing MSK<0> ! ",This argument is fallacious.,1
1670,"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!”","MSK<1> MSK<0> know the exam is graded based on performance , but you should give MSK<0> an A. MSK<0> cat has been sick , MSK<0> broke down , and MSK<0> ’ve had a cold , so coref1 was really hard for MSK<0> to study ! MSK<1> ",This argument is fallacious.,1
299,“It’s important to argue logically because logic is an essential part of argumentation.”,MSK<0> It ’s important to argue MSK<1> because MSK<1> is an essential part of argumentation . MSK<0> ,This argument is fallacious.,1
1051,"""Schools should provide nutritious lunches to students.""
""So schools should take money away from technology and necessary supplies in the classroom?""",""" MSK<0> should provide nutritious lunches to students . "" "" So MSK<0> should take money away from technology and necessary supplies in the classroom ? "" ",This argument is fallacious.,1
733,"""The mind is like a knife, cutting through difficult problems. But just as too much cutting dulls a knife, so too much education dulls the mind.""",""" MSK<0> is like a MSK<1> , MSK<3> through difficult problems . But just as too much MSK<3> MSK<2> a MSK<1> , so too much education MSK<2> MSK<0> . "" ",This argument is fallacious.,1
485,The reason our company never makes any money is because we have a buffoon running it!,The reason MSK<0> never makes any money is because MSK<0> have a buffoon running coref1 ! ,This argument is fallacious.,1
233,"If this test were based on fraudulent norms, then it would be invalid. But the norms are not fraudulent. Therefore, this test is valid.","If MSK<0> were based on MSK<1> MSK<2> , then MSK<0> would be invalid . But the MSK<2> are not MSK<1> . Therefore , MSK<0> is valid . ",This argument is fallacious.,1
