Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,author,relation,score,masked_articles,is_fallacy 
936,936,936,1414.387,1476860033105,,1476860033105,"There is no guarantee that more knowledge about the world will lead to global tolerance and empathy. The database may fuel popular anger if it, for example, reveals popular attitudes in one country that are offensive to another.",The world will become more tolerant and empathic.,426f6a28-baea-4547-9357-166f07024dd1,-1,3.4,"There is no guarantee that more knowledge about the world will lead to global tolerance and empathy . MSK<0> may fuel MSK<1> anger if MSK<0> , for example , reveals MSK<1> attitudes in one country that are offensive to another . ",0
937,937,937,1470.733,1482313239510,,1482313239510,"Crime in communities depresses house values, resulting in lost property tax revenue \(Shapiro, p.11",This hurts society as a whole by causing costs.,24f5ff14-75af-4548-ae24-9751d29975f4,1,3.4,"Crime in communities depresses house values , resulting in lost property tax revenue \ ( Shapiro , p. 11 ",0
938,938,938,1528.1,1477586439182,,1477586439182,"Research shows that preferences in body size are not innate but flexible, and depend on circumstance and environment: stressed-out men, for example, have been found to prefer heavier women.","At certain times in history, obesity was considered attractive, as it was a symbol of wealth and status We should not assume that our current values are correct.",a382575e-446b-4dae-ae14-4dac94bf2fe5,1,3.4,"Research shows that preferences in body size are not innate but flexible , and depend on circumstance and environment : stressed - out men , for example , have been found to prefer heavier women . ",0
939,939,939,1324.524,1480207632554,,1480207632554,"A collective entity is, by definition, a group of individuals. None of the individuals who promoted or profited from slavery are alive anymore. America is thus a different collective actor today than it was in the era of slavery.",America as a collective entity promoted and profited from the injustice that slavery was.,9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"A MSK<0> entity is , by definition , a group of MSK<1> . None of the MSK<1> who promoted or profited from MSK<2> are alive anymore . MSK<3> is thus a different MSK<0> actor today than MSK<3> was in the era of MSK<2> . ",0
940,940,940,1324.457,1480064626891,,1480064626891,"As of January 1, 1863, when slavery was ended through the Emancipation Proclamation, 16 of today's US states with more than 13% of the country's current population had not even been admitted to this collective entity yet. The collective entity from back then is not the same as it is today, and parts of it were not part of the actions of this collective entity.",America as a collective entity promoted and profited from the injustice that slavery was.,9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"As of January 1 , 1863 , when slavery was ended through the Emancipation Proclamation , MSK<2> of MSK<0> states with more than MSK<2> % of MSK<0> current population had not even been admitted to MSK<1> yet . MSK<1> from back then is not the same as MSK<1> is coref2 , and parts of MSK<1> were not part of the actions of MSK<1> . ",0
941,941,941,1400.78,1474947082609,,1474947082609,"In an era of DNA sampling and remote monitoring, scientists do not need to kill whales to learn about them. Samples can be collected from skin that whales shed, blubber and fecal matter. Scientists can even collect samples when whales exhale through their blowholes, allowing for detection of pathogens.","By being able to kill, take and treat whales for purposes of scientific research, we can hope to gain more knowledge about whales than would be otherwise obtainable.",2dc19f98-4e5c-4836-80d8-4473b5fbc9ac,-1,3.4,"In an era of DNA MSK<2> and remote monitoring , MSK<0> do not need to kill MSK<1> to learn about MSK<0> . MSK<2> can be MSK<3> from skin that MSK<1> shed , blubber and fecal matter . MSK<4> can even MSK<3> MSK<2> when MSK<1> exhale through MSK<4> blowholes , allowing for detection of pathogens . ",0
942,942,942,14478.264,1528458131666,,1528458131666,"When in opposition, BJP called Aadhaar a fraud scheme aimed at legalising illegal immigrants; when in power, they made it mandatory for a host of services. Effectively, the Modi Government accepted that Aadhar was a great initiative of the Congress regime and then took on the idea as their own.",Modi has no original ideas on any aspect of governance. All his projects since his days of Chief Ministerships have been window-dressed versions of someone else's concepts.,a170d30a-a035-4edf-ae19-1207c72c74ec,1,3.4,"When in opposition , MSK<0> called MSK<2> a fraud scheme aimed at legalising illegal immigrants ; when in power , MSK<1> made MSK<0> mandatory for a host of services . Effectively , the Modi Government accepted that MSK<2> was a great initiative of the Congress regime and then took on the idea as MSK<1> own . ",0
943,943,943,1413.1656,1478625748071,,1478625748071,"This is in the context of sex work being illegal in most US states, and it is not clear that the cause of this high rate of rape and abuse is not linked to that legal context, rather than the nature of the work.","Approximately 70 percent of sex workers are raped repeatedly by their customers - an average of 31 times per year, according to a 1993 study by the Cardozo Women's Law Journal.",35b24a6e-3f32-4f6b-b35d-a0f487cb2bcc,-1,3.4,"This is in the MSK<0> of MSK<1> , and it is not clear that the cause of this high rate of rape and abuse is not linked to that legal MSK<0> , rather than the nature of MSK<1> . ",0
944,944,944,14255.592,1528656883186,,1528656883186,"Religion is too broad of a term to stake a claim that it is a social benefit. There are entirely too many different beliefs that people would consider a detriment to society. You could make this claim about a singular church with economical, sociological, and psychological proof to their community, but arguing religion as a whole has too many conflicting variables.","Religion in itself is a social benefit, and therefore religious organizations deserve to maintain their tax-exempt status.",121a6319-33a0-4a68-adb4-e6b6f2092f04,-1,3.4,"MSK<0> is too broad of a term to stake a MSK<1> that MSK<0> is a social benefit . There are entirely too many different beliefs that people would consider a detriment to MSK<2> . You could make this MSK<1> about a singular church with economical , MSK<2> , and psychological proof to their community , but arguing MSK<0> as a whole has too many conflicting variables . ",0
945,945,945,1470.31,1479087885645,,1479087885645,"Importantly, a number of these taxes continue to accrue regardless of whether an individual is in jail or not. While in jail, for instance, an individual would still be affected by property taxes and would have a legitimate stake if the federal government decided to change inheritance laws.","Even were it true that no ex-felon paid income tax, they still encounter non-income taxes on a regular basis. For example, all individuals are affected by some combination of sales taxes, inheritance taxes and property taxes, as well as customs taxes in many cases.",f1ff7152-955a-435f-85db-9b8a5c4041a1,1,3.4,"Importantly , a number of these MSK<0> continue to accrue regardless of whether MSK<1> is in MSK<2> or not . While in MSK<2> , for instance , MSK<1> would still be affected by property MSK<0> and would have a legitimate stake if the federal government decided to change inheritance laws . ",0
946,946,946,2964.645,1506599263229,,1506599263229,"La salida de Cataluña pone en riesgo la continuidad del proyecto Europeo debido a las tensiones independentistas generadas en España y en Europa al incentivar movimientos separatistas en otros muchos territorios de países de la union como Italia, Bélgica, etc.lista de movimientos separatistas en Europa","Los tratados internacionales no serían aplicables a Cataluña como estado independiente, por lo que su permanencia en la UE podría verse interrumpida.",ce2e4a58-7c51-4f95-98b5-ee338b07e527,1,3.4,"MSK<0> salida MSK<1> Cataluña pone MSK<2> riesgo MSK<0> continuidad del proyecto Europeo debido a las tensiones independentistas generadas MSK<2> España y MSK<2> MSK<3> al incentivar MSK<4> MSK<2> otros muchos territorios MSK<1> países MSK<1> MSK<0> union como Italia , Bélgica , etc.lista MSK<1> MSK<4> MSK<2> MSK<3> ",0
947,947,947,1470.464,1479735355443,,1479735355443,"Assuming that 40% of all currently disenfranchised felons in Michigan, Pennsylvania and Wisconsin would have voted if they could, and if all of them would have voted for Hillary Clinton, based on each state's disenfranchisement rate \(p. 16\), she still would not have won any of those states.","In the 2016 election, Michigan, Pennsylvania and Wisconsin all voted for Donald Trump by a margin of well under 1% Even if just these three states had switched, the election would have gone to Hillary Clinton. It is ridiculous to suggest that even 1% of the electorate cannot make a significant difference to the outcome",9972cb14-00f7-42d2-9b64-846aa0812775,-1,3.4,"Assuming that 40 % of MSK<0> would have MSK<1> if MSK<0> could , and if all of MSK<0> would have MSK<1> for MSK<2> , based on each MSK<3> 's disenfranchisement rate \ ( p. 16 \ ) , MSK<2> still would not have won any of those MSK<3> . ",0
