Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,source_article,logical_fallacies,masked_articles,Unnamed: 0.2,is_fallacy 
674,674,674,494,494,There was so much ice in the Arctic that the icebreaker it was going to use was needed elsewhere .,['false dilemma'],There was so much ice in the Arctic that the icebreaker it was going to use was needed elsewhere .,494.0,1
675,675,675,495,495,"It ’ s the return of left-leaning scientists ’ famous nemesis , “ Reality. ”","['ad hominem', 'fallacy of relevance']","It ’ s the return of left-leaning scientists ’ famous nemesis , “ Reality. ”",495.0,1
676,676,676,496,496,"“ There was the Ship of Fools expedition in which an Australian climate researcher called Chris Turkey had to call an expedition to the melting Antarctic after his ship got stuck in the ice , ” recalled Breitbart News contributor James Delingpole .","['equivocation', 'fallacy of logic']","“ There was the Ship of Fools expedition in which an Australian climate researcher called Chris Turkey had to call an expedition to the melting Antarctic after his ship got stuck in the ice , ” recalled Breitbart News contributor James Delingpole .",496.0,1
677,677,677,497,497,"“ The Caitlin Expedition – supported by the Prince of Wales – in which Pen Haddow and his team had to abandon their trip to the North Pole because it was colder than they ’ d expected , ” he continued .",['ad hominem'],"“ The Caitlin Expedition – supported by the Prince of Wales – in which Pen Haddow and his team had to abandon their trip to the North Pole because it was colder than they ’ d expected , ” he continued .",497.0,1
678,678,678,498,498,Have you noticed a trend ?,['ad hominem'],Have you noticed a trend ?,498.0,1
679,679,679,499,499,"Recognizing that skepticism and asking challenging questions are part of good science , yet climate change radicals have made their politically fueled narrative more important than the truth .","['fallacy of extension', 'ad hominem']","Recognizing that skepticism and asking challenging questions are part of good science , yet climate change radicals have made their politically fueled narrative more important than the truth .",499.0,1
680,680,680,500,500,"The problem with the proponents of man-made climate change theories isn ’ t that they might be wrong . The real issue is the arrogance and zealotry found in people who see science not as an ongoing process , but as a religion .",['fallacy of extension'],"The problem with the proponents of man-made climate change theories isn ’ t that they might be wrong . The real issue is the arrogance and zealotry found in people who see science not as an ongoing process , but as a religion .",500.0,1
681,681,681,501,501,An expedition designed to gather evidence of global warming and “ climate change ” in the Arctic was canceled last month after a humiliating discovery was made : There was so much ice in the Arctic that the icebreaker it was going to use was needed elsewhere .,['fallacy of extension'],An expedition designed to gather evidence of global warming and “ climate change ” in the Arctic was canceled last month after a humiliating discovery was made : There was so much ice in the Arctic that the icebreaker it was going to use was needed elsewhere .,501.0,1
682,682,682,502,502,"The real issue is the arrogance and zealotry found in people who see science not as an ongoing process , but as a religion .",['ad hominem'],"The real issue is the arrogance and zealotry found in people who see science not as an ongoing process , but as a religion .",502.0,1
683,683,683,503,503,"The simple fact is , humans know very little about the climate cycles of our world .",['fallacy of logic'],"The simple fact is , humans know very little about the climate cycles of our world .",503.0,1
684,684,684,504,504,It looks like the Arctic Ocean missed the memo and isn ’ t playing along with the liberal talking points .,"['circular reasoning', 'ad hominem']",It looks like the Arctic Ocean missed the memo and isn ’ t playing along with the liberal talking points .,504.0,1
685,685,685,505,505,"If your anxiety about global warming is dominated by fears of sea-level rise , you are barely scratching the surface of what terrors are possible , even within the lifetime of a teenager today .",['appeal to emotion'],"If your anxiety about global warming is dominated by fears of sea-level rise , you are barely scratching the surface of what terrors are possible , even within the lifetime of a teenager today .",505.0,1
686,686,686,506,506,"When it thaws and is released , that carbon may evaporate as methane , which is 34 times as powerful a greenhouse-gas warming blanket as carbon dioxide when judged on the timescale of a century ; when judged on the timescale of two decades , it is 86 times as powerful .",['false dilemma'],"When it thaws and is released , that carbon may evaporate as methane , which is 34 times as powerful a greenhouse-gas warming blanket as carbon dioxide when judged on the timescale of a century ; when judged on the timescale of two decades , it is 86 times as powerful .",506.0,1
